ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-2393,"getting spoofed spam from what looks like internal addresses, kindly resolve this",Email,Medium,2024-02-08 15:07:00,8.24,2024-02-08 23:21:24.000000000,get spoof spam look like intern address kindli resolv
TKT-0330,"urgent - i - desktop monitor has ead piels in the center of screen, tried restarting but no luck",Hardware,High,2024-02-02 11:35:00,9.75,2024-02-02 21:20:00.000000000,urgent desktop monitor ead piel center screen tri restart luck
TKT-0152,"the new joiner - cannot access cloud portal from office network, works on mobile data, please look into it",Network,Medium,2024-03-27 22:01:00,7.93,2024-03-28 05:56:48.000000000,new joiner cannot access cloud portal offic network work mobil data pleas look
TKT-3472,"emails taking 100 hours to deliver even within the company, kindly resolve this",Email,High,2024-02-16 18:08:00,7.09,2024-02-17 01:13:24.000000000,email take num hour deliv even within compani kindli resolv
TKT-0800,"privileged access request for SRV-DB01 for weekend maintenance, need this fixed today",Access/Login,Low,2024-03-11 13:41:00,12.19,2024-03-12 01:52:24.000000000,privileg access request srv db01 weekend mainten need fix today
TKT-3340,"my desktop machine - portable hard disk not recognised whne plugged into my laptop, already raised this verbally",Hardware,Low,2024-02-23 11:20:00,18.77,2024-02-24 06:06:12.000000000,desktop machin portabl hard disk recognis whne plug laptop alreadi rais verbal
TKT-3491,"at your convenience, fingerprint login broken after windows update, have to type password, already raised this verbally",Access/Login,Low,2024-02-29 08:50:00,7.39,2024-02-29 16:13:24.000000000,conveni fingerprint login broken window updat type password alreadi rais verbal
TKT-1313,"my laptop - chrome not launchiing at all, task manager shows it running",Software,Medium,2024-02-28 07:06:00,27.48,2024-02-29 10:34:48.000000000,laptop chrome launchi task manag show run
TKT-3884,"everyone affected - outlook keeps crashing when i open attachments since yestedray afternoon, this is blocking my work",Software,High,2024-02-18 16:47:00,29.51,2024-02-19 22:17:36.000000000,everyon affect outlook keep crash open attach sinc yestedray afternoon block work
TKT-2803,"shared mailbox access for procurement not working after mailbox migration, this is blocking my work",Access/Login,Low,2024-01-13 04:53:00,17.02,2024-01-13 21:54:12.000000000,share mailbox access procur work mailbox migrat block work
TKT-1360,the new joiner - user Vikram not able to access HR after folder permission change,Access/Login,Medium,2024-01-22 12:19:00,7.23,2024-01-22 19:32:48.000000000,new joiner user vikram abl access hr folder permiss chang
TKT-3779,"teams stuck on grey loading screen, cannot join standup, tried restarting but no luck",Software,Low,2024-03-15 20:57:00,52.48,2024-03-18 01:25:48.000000000,team stuck grey load screen cannot join standup tri restart luck
TKT-3208,my laptop - sso login to Salesforce failing with error 503,Access/Login,Medium,2024-01-13 09:07:00,9.09,2024-01-13 18:12:24.000000000,laptop sso login salesforc fail error num
TKT-1350,i - otp or two-factor auth not arriving on my registered number,Access/Login,Medium,2024-01-17 16:06:00,7.66,2024-01-17 23:45:36.000000000,otp two factor auth arriv regist number
TKT-2961,"service account password expired, Slack stopped working",Access/Login,High,2024-03-19 08:52:00,2.41,2024-03-19 11:16:36.000000000,servic account password expir slack stop work
TKT-0244,"headphone jack on laptop broken, needed for client calls",Hardware,Medium,2024-02-24 13:41:00,13.35,2024-02-25 03:02:00.000000000,headphon jack laptop broken need client call
TKT-0918,remote users cannot reach the office file server suddenly today,Network,Medium,2024-01-19 23:18:00,14.83,2024-01-20 14:07:48.000000000,remot user cannot reach offic file server suddenli today
TKT-1671,the new joiner - all browser bookmarks disappeared after chrome update,Software,Low,2024-02-04 12:16:00,52.1,2024-02-06 16:22:00.000000000,new joiner browser bookmark disappear chrome updat
TKT-3397,"spacebar and enter key sticking on my keyboard, thanks in advance",Hardware,Medium,2024-01-14 15:13:00,16.72,2024-01-15 07:56:12.000000000,spacebar enter key stick keyboard thank advanc
TKT-2967,business impacted - my dessktop machine - Slack throws error 0x800f0954 on every launch since the update,Software,High,2024-02-05 13:56:00,31.64,2024-02-06 21:34:24.000000000,busi impact dessktop machin slack throw error 0x800f0954 everi launch sinc updat
TKT-2202,low priority - zoom freezes after 50 minutes on video calls,Software,Low,2024-04-01 10:27:00,50.31,2024-04-03 12:45:36.000000000,low prioriti zoom freez num minut video call
TKT-2769,"locked out of my accoutn after 30 failed attempts since yesterday afternoon, need this fixed today",Access/Login,Low,2024-03-23 13:41:00,16.7,2024-03-24 06:23:00.000000000,lock accoutn num fail attempt sinc yesterday afternoon need fix today
TKT-0302,"several users on my ffloor - wifi password was reset and now 30 users in wing west cannot connect, please help asap",Network,Medium,2024-01-19 14:15:00,6.5,2024-01-19 20:45:00.000000000,sever user ffloor wifi password reset num user wing west cannot connect pleas help asap
TKT-0897,"account disabled by misake, cannot login to anything",Access/Login,High,2024-02-01 09:09:00,3.05,2024-02-01 12:12:00.000000000,account disabl misak cannot login anyth
TKT-3274,"my desktop machine - vpn software and antivirus conflicting, one crashes the other",Software,Low,2024-03-11 15:14:00,46.44,2024-03-13 13:40:24.000000000,desktop machin vpn softwar antiviru conflict one crash
TKT-3585,"cannot send emaiils over 30 mb, getting rejected by server, need this fixed today",Email,Medium,2024-03-30 06:52:00,18.11,2024-03-31 00:58:36.000000000,cannot send emaiil num mb get reject server need fix today
TKT-1933,"business impacted - ram seems low, machine very slow when opening 100 tabs",Hardware,High,2024-03-18 02:00:00,8.5,2024-03-18 10:30:00.000000000,busi impact ram seem low machin slow open num tab
TKT-3011,"task scheduler job failing with 401 on APPSRV-03, kindly resolve this",Software,Medium,2024-02-02 23:08:00,92.52,2024-02-06 19:39:12.000000000,task schedul job fail num appsrv num kindli resolv
TKT-1964,"my destop machine - chrome not launching at all, task manager shows it running",Software,Low,2024-01-21 17:17:00,49.13,2024-01-23 18:24:48.000000000,destop machin chrome launch task manag show run
TKT-0034,"load balancer marking APPSRV-03 as down, half the application is broken, this is blocking my work",Network,Critical,2024-02-09 22:49:00,2.17,2024-02-10 00:59:12.000000000,load balanc mark appsrv num half applic broken block work
TKT-0468,"shared mailbox for HR not loading in outlook, please escalate if nneeded",Email,Low,2024-04-01 13:28:00,52.09,2024-04-03 17:33:24.000000000,share mailbox hr load outlook pleas escal nneed
TKT-2101,"please help immediately, my workstation - portable hard disk not recognised when plugged into my laptop, any help appreciated",Hardware,Critical,2024-03-14 15:05:00,6.65,2024-03-14 21:44:00.000000000,pleas help immedi workstat portabl hard disk recognis plug laptop help appreci
TKT-0824,"password reset email not arriving, already checked spam",Access/Login,Medium,2024-03-06 23:07:00,3.43,2024-03-07 02:32:48.000000000,password reset email arriv alreadi check spam
TKT-2730,"whenever you get a chance, right click context menu extremely slow to appear on desktop",Software,Low,2024-03-27 13:48:00,32.56,2024-03-28 22:21:36.000000000,whenev get chanc right click context menu extrem slow appear desktop
TKT-3361,"our entire team - headphone jack on latpop broken, needed for client calls",Hardware,Medium,2024-02-05 11:54:00,23.47,2024-02-06 11:22:12.000000000,entir team headphon jack latpop broken need client call
TKT-1889,"our entire team - Chrome crashs immeediately on startup, reinstalling didnt help",Software,Low,2024-03-24 15:01:00,28.92,2024-03-25 19:56:12.000000000,entir team chrome crash immeedi startup reinstal didnt help
TKT-1209,locked out of my account after 50 failed attempts since the pwoer cut yesterday,Access/Login,Medium,2024-01-30 13:59:00,19.93,2024-01-31 09:54:48.000000000,lock account num fail attempt sinc pwoer cut yesterday
TKT-1061,my laptop - Firefox license expired popup appearing every few minutes,Software,Low,2024-04-02 09:17:00,50.78,2024-04-04 12:03:48.000000000,laptop firefox licens expir popup appear everi minut
TKT-3300,"whole team blocked - task scheduler job failing with 0x800f0954 on DC01, uurgent please",Software,Critical,2024-01-09 13:11:00,9.56,2024-01-09 22:44:36.000000000,whole team block task schedul job fail 0x800f0954 dc01 uurgent pleas
TKT-1593,"email recall feature not working, message already read, aany help appreciated",Email,Medium,2024-04-02 02:36:00,14.93,2024-04-02 17:31:48.000000000,email recal featur work messag alreadi read aani help appreci
TKT-0883,"chrome not launching at all, task manager shows it running, thanks in advance",Software,Medium,2024-04-01 09:02:00,23.08,2024-04-02 08:06:48.000000000,chrome launch task manag show run thank advanc
TKT-2705,production is don - connected to wifi but no internet access on my machine,Network,Critical,2024-03-11 14:55:00,3.26,2024-03-11 18:10:36.000000000,product connect wifi internet access machin
TKT-3236,everyone affected - right click context menu extremely slow to appear on desktop,Software,Critical,2024-01-19 10:50:00,11.2,2024-01-19 22:02:00.000000000,everyon affect right click context menu extrem slow appear desktop
TKT-0655,"me and two colleagues - vpn software and antivirus conflicting, one crashes the other",Software,Medium,2024-03-24 20:36:00,45.53,2024-03-26 18:07:48.000000000,two colleagu vpn softwar antiviru conflict one crash
TKT-1988,"cannot work at all, everyone in the ops department - start menu search not working after cumulative update, tried restarting but no luck",Software,High,2024-03-10 10:54:00,13.24,2024-03-11 00:08:24.000000000,cannot work everyon op depart start menu search work cumul updat tri restart luck
TKT-2207,"user Divya not able to access HR after folder permission change, any hellp appreciated",Access/Login,Medium,2024-03-12 06:30:00,6.67,2024-03-12 13:10:12.000000000,user divya abl access hr folder permiss chang hellp appreci
TKT-3322,connected to wifi but no internet access on my machine,Network,Medium,2024-02-15 10:26:00,10.59,2024-02-15 21:01:24.000000000,connect wifi internet access machin
TKT-2163,"escalating this - switch port in server room appears dead, no link light, any help appreciated",Network,High,2024-02-12 09:25:00,10.1,2024-02-12 19:31:00.000000000,escal switch port server room appear dead link light help appreci
TKT-2138,"fingerprint login broken after windows update, have to type password",Access/Login,Medium,2024-03-17 16:43:00,11.22,2024-03-18 03:56:12.000000000,fingerprint login broken window updat type password
TKT-3121,"locked out of my account after 10 failed attempts suddenly toay, please escalate if needed",Access/Login,High,2024-01-22 11:17:00,4.57,2024-01-22 15:51:11.999999999,lock account num fail attempt suddenli toay pleas escal need
TKT-2025,my laptop - all browser bookmarks disappeared after chrome update,Software,Medium,2024-02-17 22:13:00,21.12,2024-02-18 19:20:12.000000000,laptop browser bookmark disappear chrome updat
TKT-0462,network share \\SRV-DB01\Finance is inaccessible after last night's uppdate,Network,Medium,2024-01-20 17:34:00,8.6,2024-01-21 02:10:00.000000000,network share srv db01 financ inaccess last night uppdat
TKT-0183,"word document not saving, losing work repeatedly",Software,Medium,2024-02-23 08:05:00,30.54,2024-02-24 14:37:24.000000000,word document save lose work repeatedli
TKT-3362,docking station not detecting second monitor since last week,Hardware,Low,2024-02-07 07:05:00,14.58,2024-02-07 21:39:47.999999999,dock station detect second monitor sinc last week
TKT-0267,"critical isue - cannot ping FSRV-02 from my laptop, 100 percent packet loss",Network,High,2024-02-02 01:12:00,6.38,2024-02-02 07:34:48.000000000,critic isu cannot ping fsrv num laptop num percent packet loss
TKT-2438,"wireless access point in lab 3 not broadcasting sid, tried restarting but no lluck",Network,Medium,2024-03-07 02:49:00,13.4,2024-03-07 16:13:00.000000000,wireless access point lab num broadcast sid tri restart lluck
TKT-0124,my workstation - intermittent packet loss to FSRV-02 causing application to freeze,Network,Medium,2024-02-13 14:22:00,20.67,2024-02-14 11:02:12.000000000,workstat intermitt packet loss fsrv num caus applic freez
TKT-1674,"several users on my floor - vpn disconnects automatically after 20 minutes of idle time, urgent pleaase",Network,Low,2024-01-18 18:48:00,21.55,2024-01-19 16:21:00.000000000,sever user floor vpn disconnect automat num minut idl time urgent pleaas
TKT-1260,"network switch in wing B rebooted itself, connectivity lost for 30 users",Network,Medium,2024-04-06 14:21:00,9.89,2024-04-07 00:14:24.000000000,network switch wing reboot connect lost num user
TKT-2836,"uesr Nisha not able to access HR after folder pemission change, thanks in advance",Access/Login,Medium,2024-03-05 09:47:00,7.66,2024-03-05 17:26:36.000000000,uesr nisha abl access hr folder pemiss chang thank advanc
